"","LR__H9_CRX_ROs_D45","LR__EP1_WT_ROs_D45","SR__D0_1","SR__D0_2","SR__D0_3","SR__D10_3","SR__D10_4","SR__D10_5","SR__D10_6","SR__D25_1","SR__D25_2","SR__D25_3","SR__D25_4"
"ENSG00000115252",84,62,0,5,1,3,1,3,0,46,41,35,18
"ENSG00000115255",287,251,423,354,354,511,601,608,674,424,507,401,460
"ENSG00000115257",100,125,50,18,26,40,34,33,52,94,80,66,76
"ENSG00000115266",412,649,1,10,1,44,57,79,45,251,327,189,279
"ENSG00000115268",7824.99999,7808.99998,16963,12921,13597,11705,16308,12232,11549,10740,10642,9436,10168
"ENSG00000115271",285.99999,349,1116,1073,874,1422,1428,1088,1061,902,754,769,781
"ENSG00000115274",100,39,38,17,22,36,26,39,33,45,46,46,56
"ENSG00000115275",282.99999,277,784,793,1040,1147,1070,1266,1031,643,566,728,1208
"ENSG00000115282",212,214,1584,1360,1035,1126,852,1161,1211,1227,1281,993,1268
"ENSG00000115286",972.00001,920.99999,3191,2412,2418,2352,2910,2343,2590,3328,3793,2931,3244
"ENSG00000115289",114,119,221,194,182,223,229,190,184,361,355,326,345
"ENSG00000115290",39,66,92,79,112,101,61,92,62,5,5,0,1
"ENSG00000115295",285,241.99998,12,4,1,37,14,23,34,94,100,93,64
"ENSG00000115306",1833,1522.00001,6981,7164,5902,4504,1798,4146,4342,4394,4924,3562,3931
"ENSG00000115307",723.00001,762,2458,1831,1806,1431,1578,1280,1517,1883,1981,1719,1747
"ENSG00000115310",8368,9367.99999,1553,1480,1387,1503,1328,1331,1168,1965,1914,1854,2558
"ENSG00000115317",281,197.99999,429,382,359,456,567,425,483,678,712,614,721
"ENSG00000115318",302.00001,619.99999,1103,1014,852,2214,1235,1874,2281,2325,2700,1951,2308
"ENSG00000115325",164.99999,113,308,239,219,418,396,435,446,591,542,470,518
"ENSG00000115350",446,350,460,345,432,378,827,379,340,531,522,586,487
"ENSG00000115353",26,13,21,25,25,5,11,8,8,1,10,6,2
"ENSG00000115355",3969.00002,4781.00001,1603,1530,1498,1950,957,1799,1673,1689,1713,1428,1522
"ENSG00000115363",188,88,27,41,26,83,71,96,55,60,57,44,60
"ENSG00000115364",667.00001,992.00001,2047,2138,1763,2193,1173,1816,1927,1905,1680,1487,1728
"ENSG00000115365",725,1279,2241,2330,1915,3646,1878,2613,3162,4109,4017,3722,3500
"ENSG00000115368",465,591,1923,2039,1648,2009,1681,1602,1720,1126,996,948,1117
"ENSG00000115380",134.99999,136,473,506,362,999,646,651,791,2360,2005,2007,2392
"ENSG00000115392",1116.00001,1857.99999,1930,1660,1606,2275,1619,1798,1801,2015,1860,1866,2057
"ENSG00000115414",454.99999,931,2094,2221,1708,3598,1162,2837,2964,9630,9214,6502,5823
"ENSG00000115415",565.00001,647.99997,1969,2027,1546,1961,1147,1501,1699,1426,1365,1080,1229
"ENSG00000115419",632.99999,700.99999,282,287,240,135,84,91,111,143,123,132,162
"ENSG00000115421",320,537,716,681,575,1103,725,922,927,953,774,905,912
"ENSG00000115423",77,130,16,8,5,43,27,26,26,122,134,123,107
"ENSG00000115425",352,363,375,302,292,400,446,343,377,282,258,298,253
"ENSG00000115446",683,748,1066,989,866,1055,1376,982,872,913,923,991,906
"ENSG00000115457",4698,3109,4979,3074,3118,2076,3182,1887,2157,1859,1976,1676,1768
"ENSG00000115459",307,810.99998,363,277,193,455,382,446,427,623,713,563,508
"ENSG00000115461",1446,949,74,34,51,3769,2572,2831,2855,832,1411,705,695
"ENSG00000115464",1766,2426,2460,2358,1879,2654,1342,2307,2285,2320,2169,1992,1970
"ENSG00000115468",139,179,23,24,31,130,144,158,131,99,106,73,211
"ENSG00000115474",99,304,5,21,11,73,53,37,65,90,107,102,73
"ENSG00000115484",2850,2696,13803,13073,11565,12505,13118,10589,10979,8923,7763,7765,8273
"ENSG00000115486",768.99999,444,857,761,690,1012,805,905,1119,832,781,815,729
"ENSG00000115504",1407.00001,2572.00001,833,760,670,1320,717,1048,1144,1423,1322,1188,1140
"ENSG00000115507",102,148,44,37,23,744,614,1191,1418,1099,844,934,913
"ENSG00000115514",571.00001,666,815,865,765,1034,1173,891,875,625,634,679,665
"ENSG00000115520",203,174,626,610,453,482,459,312,418,328,279,341,294
"ENSG00000115524",2797,4037.00001,12616,12807,10154,17214,9371,13862,15890,17312,15708,14572,14708
"ENSG00000115525",326,309,42,51,45,73,45,74,47,136,127,128,190
"ENSG00000115526",179,188,517,426,425,292,316,296,318,351,389,321,469
"ENSG00000115539",448,587,768,659,660,479,419,428,344,839,705,626,677
"ENSG00000115540",783.99999,1078.00001,2765,2811,1898,2037,2059,1404,1445,1711,1296,2060,1718
"ENSG00000115541",3157,3761.99999,10489,9147,8870,4656,5220,4725,4283,4045,3549,3269,4128
"ENSG00000115548",988.99999,1483,1781,1837,1497,6484,3373,5485,6177,6802,7248,5917,5853
"ENSG00000115556",46,54,3,3,4,42,14,42,44,57,46,48,41
"ENSG00000115561",903,916,510,468,387,641,421,592,571,2434,2421,2162,2437
"ENSG00000115568",326,293,909,925,686,837,487,937,990,965,1088,694,897
"ENSG00000115641",221,139,973,858,763,693,622,637,636,402,322,311,300
"ENSG00000115649",438,601,990,775,612,1069,707,894,970,2049,2034,1510,1948
"ENSG00000115652",461,630.99999,1022,968,922,1307,1319,1126,1169,928,962,888,855
"ENSG00000115657",133.99999,117,1594,1540,1278,916,610,808,945,835,805,522,641
"ENSG00000115661",152,169,419,340,330,465,612,407,479,591,543,553,579
"ENSG00000115677",2783.99999,2370,9698,9067,7817,11885,6494,11721,11976,11779,11502,8339,9650
"ENSG00000115685",788.99999,858.00001,1069,979,786,1268,1199,1202,1211,1201,1233,977,1113
"ENSG00000115687",374.00001,402.00001,1188,1007,849,1323,777,1347,1455,1300,1337,994,1148
