"","EP1-WT_ROs_D45","H9-CRX_ROs_D45","EP1-WT_hRO_2","H9-BRN3B_hRO_2","H9-CRX_hRO_2","EP1-BRN3B-RO","H9-BRN3B-RO"
"ENST00000619315",2,0,5,74,0,5,45
"ENST00000425225",0,3,15,3,2,2,0
"ENST00000628528",1,1,0,3,3,10,7
"ENST00000675102",0,4,4,5,2,5,6
"ENST00000389532",495,489,321,300,268,826,1035
"ENST00000312405",68,60,65,46,32,111,124
"ENST00000483991",6,11,7,4,8,17,29
"ENST00000409386",24,27,24,11,8,35,56
"ENST00000482664",6,5,0,1,0,16,4
"ENST00000493088",2,5,0,1,2,3,4
"ENST00000492174",26,18,5,11,8,28,33
"ENST00000468150",15,11,16,6,3,42,42
"ENST00000460094",6,4,1,5,0,17,10
"ENST00000371756",466,490,222,245,219,617,533
"ENST00000489050",2,4,1,2,1,10,3
"ENST00000465873",5,6,1,1,1,1,1
"ENST00000478485",12,9,3,2,1,19,14
"ENST00000371753",19,55,32,31,30,84,92
"ENST00000277554",50,102,36,21,21,140,142
"ENST00000561457",88,114,91,73,83,130,184
"ENST00000557985",7,17,17,19,12,34,34
"ENST00000418388",183,166,65,56,52,148,161
"ENST00000447934",2,7,0,0,0,5,9
"ENST00000371746",0,0,15,10,9,24,32
"ENST00000371748",0,0,6,2,9,12,6
"ENST00000645419",1,1,3,3,2,8,2
"ENST00000358701",156,186,128,147,167,328,333
"ENST00000706609",12,22,13,11,17,24,29
"ENST00000706610",5,9,2,3,2,10,12
"ENST00000706611",24,16,8,9,6,26,28
"ENST00000638797",1,6,2,6,7,8,8
"ENST00000624277",0,8,0,0,4,5,9
"ENST00000616132",29,25,6,6,13,83,55
"ENST00000440944",168,167,104,109,98,262,230
"ENST00000354753",94,124,98,102,110,256,227
"ENST00000429455",74,111,109,107,101,145,148
"ENST00000392944",1,5,1,1,2,10,5
"ENST00000291775",52,68,90,89,68,159,140
"ENST00000371739",2,17,7,10,5,6,16
"ENST00000371738",102,137,53,64,73,209,173
"ENST00000696169",49,58,14,38,39,77,77
"ENST00000371732",3,6,2,6,5,4,7
"ENST00000485975",1,10,6,7,3,19,14
"ENST00000689006",35,51,26,27,21,53,74
"ENST00000684778",51,58,28,27,24,90,98
"ENST00000298532",17,40,11,14,7,60,44
"ENST00000637388",16,38,13,10,11,39,37
"ENST00000682698",2,4,2,1,0,7,0
"ENST00000682081",20,7,17,4,8,12,7
"ENST00000683251",2,8,4,4,5,5,10
"ENST00000357365",161,162,96,100,78,138,139
"ENST00000298537",48,83,44,32,47,56,51
"ENST00000371725",65,74,18,19,27,66,56
"ENST00000461693",10,14,0,3,4,9,6
"ENST00000466579",4,8,1,0,0,5,1
"ENST00000486441",41,17,15,8,18,67,31
"ENST00000468963",15,12,6,4,13,12,10
"ENST00000706227",13,14,15,3,8,22,21
"ENST00000706375",7,5,2,6,4,5,5
"ENST00000706228",16,17,11,14,6,33,14
"ENST00000706376",3,4,2,2,5,9,2
"ENST00000444897",12,13,10,18,9,19,9
"ENST00000706378",10,0,9,11,12,18,3
"ENST00000612553",50,72,31,52,34,73,65
"ENST00000619192",1,6,0,4,2,4,2
"ENST00000706381",4,1,3,2,6,7,8
"ENST00000706382",8,6,3,8,11,8,11
"ENST00000706383",0,3,0,5,4,3,0
"ENST00000706385",6,5,1,3,5,7,2
"ENST00000706386",8,11,4,5,7,6,1
"ENST00000706387",5,4,1,7,0,3,5
"ENST00000706388",3,4,1,4,4,5,1
"ENST00000706389",22,57,21,34,21,52,48
"ENST00000371717",245,231,73,79,102,191,156
"ENST00000399219",14,17,9,10,10,14,19
"ENST00000706390",8,3,1,3,1,5,4
"ENST00000610649",4,3,1,2,0,13,3
"ENST00000462616",14,11,13,22,20,45,48
"ENST00000676019",51,57,63,100,80,103,138
"ENST00000371712",106,99,76,103,72,186,213
"ENST00000635815",29,25,15,8,7,38,46
"ENST00000467838",64,71,38,67,42,85,98
"ENST00000313050",72,118,51,46,40,109,90
"ENST00000290037",107,130,62,82,43,126,98
"ENST00000277537",26,38,25,21,20,35,53
"ENST00000453963",43,74,36,38,34,56,63
"ENST00000371706",62,69,61,40,27,59,67
"ENST00000313084",14,33,21,22,17,27,39
"ENST00000684901",102,120,57,70,39,114,95
"ENST00000689049",18,13,6,6,9,13,14
"ENST00000688461",10,14,16,15,13,51,27
"ENST00000690691",101,116,57,45,42,177,106
"ENST00000431893",18,40,6,6,7,23,18
"ENST00000680778",59,82,81,86,95,69,73
"ENST00000679595",67,83,84,75,91,81,51
"ENST00000651671",77,101,83,99,81,126,69
"ENST00000681454",50,82,90,96,85,101,60
"ENST00000680668",68,88,71,67,94,87,48
"ENST00000681135",58,72,90,70,87,77,45
"ENST00000680218",63,88,78,71,83,92,84
"ENST00000680003",48,64,61,66,102,76,55
"ENST00000679969",49,81,82,82,101,66,43
"ENST00000680924",56,82,74,70,84,80,40
"ENST00000680133",11,37,10,8,11,36,25
"ENST00000681298",5,31,7,9,1,12,4
"ENST00000645828",15,20,8,7,16,42,32
"ENST00000491649",7,7,8,1,2,10,11
"ENST00000371699",7,29,3,12,6,42,24
"ENST00000308874",3,20,4,10,4,43,29
"ENST00000406555",7,25,5,10,6,49,20
"ENST00000371698",46,146,25,38,32,183,121
"ENST00000371694",29,46,25,26,28,50,30
"ENST00000371696",145,174,52,74,58,181,138
"ENST00000371692",456,480,181,259,207,477,337
"ENST00000371691",30,43,18,18,13,34,35
"ENST00000482511",42,35,41,42,26,104,121
"ENST00000290079",522,313,211,170,152,495,359
"ENST00000465017",84,52,41,39,26,81,44
"ENST00000483187",10,12,12,6,3,20,10
"ENST00000484854",0,3,4,1,0,5,2
"ENST00000456614",3,9,6,17,12,9,8
"ENST00000479371",6,0,0,3,1,7,6
"ENST00000430612",15,5,7,5,2,23,17
"ENST00000609471",42,16,26,13,21,75,37
"ENST00000481601",5,5,11,5,6,21,26
"ENST00000484858",10,13,9,5,2,21,11
"ENST00000371671",111,77,36,28,25,176,135
"ENST00000311502",880,613,249,258,219,881,627
"ENST00000484471",72,71,40,33,27,116,61
"ENST00000371663",90,103,54,26,32,180,138
"ENST00000357466",101,53,56,41,43,106,106
"ENST00000464941",195,190,124,78,96,192,148
"ENST00000629216",4,1,1,1,0,12,1
"ENST00000436380",29,25,20,8,16,83,28
"ENST00000466096",16,12,9,1,3,19,15
"ENST00000435930",59,40,49,40,24,159,71
"ENST00000436881",76,62,84,56,53,203,174
"ENST00000371661",164,103,154,110,92,317,238
"ENST00000492540",135,75,114,133,103,256,120
"ENST00000247665",3217,2031,1851,1300,1111,3483,1828
"ENST00000462205",9,26,47,30,14,28,13
"ENST00000497413",39,80,96,53,41,83,61
"ENST00000463215",68,71,83,40,28,189,86
"ENST00000485732",20,27,28,12,12,54,34
"ENST00000317446",16,15,18,13,9,63,31
"ENST00000445819",10,6,8,2,1,14,4
"ENST00000479475",28,20,18,20,19,29,20
"ENST00000371649",374,310,259,158,157,656,426
"ENST00000224073",4382,2956,1850,1770,1479,4026,2402
"ENST00000371648",159,80,59,33,43,142,79
"ENST00000429509",12,3,3,2,10,6,7
"ENST00000247668",290,201,142,107,76,190,118
"ENST00000414589",16,7,6,3,5,14,2
"ENST00000469701",10,10,1,0,0,8,3
"ENST00000487794",89,101,65,51,42,118,89
"ENST00000483559",84,93,65,51,46,158,91
"ENST00000459905",94,91,77,33,37,158,64
"ENST00000325285",391,293,156,133,102,494,234
"ENST00000443788",14,12,4,2,1,53,9
"ENST00000371634",4,2,1,2,1,5,3
"ENST00000484304",14,15,14,7,4,14,8
"ENST00000470501",15,11,17,5,6,36,16
"ENST00000495410",7,3,4,1,0,16,4
"ENST00000371625",161,675,1391,844,1952,4829,4723
"ENST00000457950",1,4,3,1,2,18,11
"ENST00000371623",0,1,4,0,2,9,17
"ENST00000492068",2,5,5,3,5,26,52
"ENST00000446677",0,3,1,3,7,11,9
"ENST00000462514",0,2,5,3,0,7,5
"ENST00000444903",1,5,34,15,25,58,71
"ENST00000471521",0,0,6,5,3,16,24
"ENST00000482657",2,1,11,10,8,20,40
"ENST00000408973",1,3,1,5,5,12,10
"ENST00000460177",0,1,2,1,0,6,8
"ENST00000432827",0,2,7,5,14,27,56
"ENST00000371620",367,391,152,208,201,312,449
"ENST00000481187",10,10,3,2,3,9,8
"ENST00000498095",320,332,121,193,166,301,290
"ENST00000493968",8,9,3,5,5,8,11
"ENST00000467845",6,8,8,5,11,9,7
"ENST00000492564",1,8,2,5,4,2,5
"ENST00000463765",8,9,6,4,8,16,12
"ENST00000341511",44,63,52,72,46,113,108
"ENST00000371605",95,122,80,69,73,232,146
"ENST00000614293",34,51,56,51,44,110,90
"ENST00000479446",13,24,6,12,9,28,16
"ENST00000459850",12,17,12,4,6,19,18
"ENST00000487109",6,12,14,6,6,23,10
"ENST00000492260",3,1,2,3,0,5,7
"ENST00000464876",12,9,6,8,7,30,25
"ENST00000371601",428,484,292,315,278,808,765
"ENST00000371600",57,70,71,85,62,171,155
"ENST00000485589",48,52,26,23,10,72,46
"ENST00000460614",2,0,0,0,1,8,6
"ENST00000355097",0,2,3,0,0,16,11
"ENST00000409687",254,241,81,125,61,92,69
"ENST00000409858",2,14,21,27,15,30,90
"ENST00000360271",0,15,9,48,14,24,56
"ENST00000474787",4,5,10,31,10,13,42
"ENST00000682881",9,23,12,19,11,24,21
"ENST00000683324",5,10,0,6,1,6,7
"ENST00000683135",8,8,5,1,2,8,6
"ENST00000684366",2,2,2,4,2,4,2
"ENST00000684229",5,5,3,4,2,10,9
"ENST00000683355",4,2,2,4,1,7,2
"ENST00000682425",8,2,9,5,5,22,4
"ENST00000683475",3,3,4,2,0,2,3
"ENST00000682117",14,9,9,11,8,14,13
"ENST00000682210",2,9,4,4,1,18,12
"ENST00000684645",22,8,11,8,10,19,18
"ENST00000683987",2,1,4,3,3,7,8
"ENST00000683979",8,30,9,10,7,21,15
"ENST00000371589",86,78,30,53,40,74,68
"ENST00000535144",20,20,6,6,7,21,16
"ENST00000684272",14,18,10,22,12,16,23
"ENST00000475449",16,18,7,18,7,22,21
"ENST00000684759",2,13,8,9,6,15,8
"ENST00000545096",5,1,4,2,0,11,5
"ENST00000540346",134,112,41,39,42,99,117
"ENST00000474902",6,8,3,0,2,4,2
"ENST00000536349",4,4,0,3,4,6,7
"ENST00000684336",5,12,9,15,9,16,18
"ENST00000540391",2,5,1,1,2,2,5
"ENST00000480100",5,4,4,3,0,8,4
"ENST00000536268",0,6,1,2,2,7,3
"ENST00000463619",15,55,14,18,22,65,58
"ENST00000470766",4,9,6,4,2,20,19
"ENST00000473532",1,13,8,8,5,20,23
"ENST00000371579",102,155,62,128,78,316,323
"ENST00000706871",5,9,1,4,1,16,17
"ENST00000706872",2,4,2,3,0,7,4
"ENST00000460830",29,30,10,18,5,77,53
"ENST00000706873",1,7,2,4,2,8,9
"ENST00000706874",1,2,2,1,0,14,10
"ENST00000706875",7,8,2,9,2,17,17
"ENST00000706876",4,10,4,3,2,11,15
"ENST00000706877",3,6,2,5,6,9,12
"ENST00000706878",2,8,0,1,1,20,27
"ENST00000706879",7,3,2,5,2,13,9
"ENST00000706880",16,21,9,26,8,35,37
"ENST00000706881",5,5,1,9,3,25,10
"ENST00000478597",4,3,0,2,0,11,7
"ENST00000497375",2,5,3,2,1,5,3
"ENST00000371560",3,2,0,6,2,7,11
"ENST00000371561",0,3,3,1,6,9,3
"ENST00000350902",0,0,0,2,0,6,13
"ENST00000676396",5,0,3,5,1,5,10
"ENST00000371542",38,37,23,52,26,19,33
"ENST00000487917",33,56,44,33,26,65,69
"ENST00000323927",191,189,98,100,102,237,211
"ENST00000495611",3,0,6,1,2,13,7
"ENST00000618649",7,2,7,2,4,38,16
"ENST00000459860",374,416,130,199,182,390,386
"ENST00000322310",366,330,186,189,173,298,297
"ENST00000463511",2,5,5,2,1,0,1
"ENST00000464553",38,81,49,43,57,55,69
"ENST00000333046",18,22,26,23,37,38,37
"ENST00000477345",29,43,33,46,70,70,46
"ENST00000409012",130,170,83,82,119,226,167
"ENST00000343666",441,474,185,181,181,486,439
"ENST00000613750",8,8,9,4,9,28,25
"ENST00000371521",15,10,5,5,4,19,14
"ENST00000612145",1,5,1,3,3,6,3
"ENST00000684003",72,87,39,31,39,96,113
"ENST00000427047",7,1,3,0,0,8,10
"ENST00000458322",5,2,4,0,3,11,4
"ENST00000645271",19,28,7,7,7,34,53
"ENST00000392827",47,69,81,71,53,92,90
"ENST00000391553",157,198,81,84,80,209,185
"ENST00000650725",28,23,6,24,11,38,37
"ENST00000445101",1,6,4,2,1,10,13
"ENST00000673835",2,5,0,4,0,10,9
"ENST00000340384",4435,4540,3059,4089,3719,4777,5048
"ENST00000604929",208,294,176,172,171,316,360
"ENST00000471784",13,35,26,37,25,40,30
"ENST00000344774",6,28,24,18,27,14,20
"ENST00000388931",2,5,0,3,3,5,10
"ENST00000610325",12,9,5,5,2,9,3
"ENST00000343053",584,593,256,336,277,503,512
"ENST00000357503",9,16,12,6,5,16,25
"ENST00000356628",668,826,215,267,408,161,182
"ENST00000491734",5,5,9,12,9,5,9
"ENST00000340951",75,72,43,40,38,101,65
"ENST00000487745",6,9,2,4,4,23,5
"ENST00000478344",34,33,40,42,36,81,78
"ENST00000490886",8,6,6,0,0,5,3
"ENST00000479452",29,53,25,56,27,60,48
"ENST00000460390",54,70,33,39,41,47,44
"ENST00000475006",3,8,3,2,3,10,8
"ENST00000465160",34,53,22,13,10,38,53
"ENST00000341349",13,17,4,8,14,49,38
"ENST00000683555",9,17,18,13,23,82,62
"ENST00000392815",1,5,5,0,4,15,5
"ENST00000344119",4,0,4,1,3,8,8
"ENST00000461823",2,0,2,3,3,6,7
"ENST00000371475",84,121,40,55,51,131,139
"ENST00000371473",39,66,20,43,20,67,51
"ENST00000371474",88,126,38,29,24,126,116
"ENST00000437259",65,80,34,48,39,81,82
"ENST00000371482",42,59,17,30,19,34,53
"ENST00000371472",5,9,1,2,2,21,7
"ENST00000265663",89,110,11,4,5,118,71
"ENST00000406427",10,17,8,12,8,31,23
"ENST00000492278",2,5,4,1,9,8,4
"ENST00000469998",3,4,0,2,0,1,5
"ENST00000277531",2,11,6,6,4,8,17
"ENST00000434090",4,6,2,2,1,10,10
"ENST00000371443",572,688,308,389,400,756,910
"ENST00000277540",192,188,98,119,113,272,195
"ENST00000467243",31,22,35,23,23,41,53
"ENST00000479650",56,68,33,47,35,73,62
"ENST00000497237",8,11,4,2,4,5,9
"ENST00000472113",9,4,2,1,7,12,9
"ENST00000477690",2,0,2,0,1,7,5
"ENST00000491359",13,10,6,5,4,18,11
"ENST00000298585",387,349,93,112,89,389,374
"ENST00000471957",2,3,3,2,0,3,14
"ENST00000483563",4,11,0,1,2,12,5
"ENST00000371421",127,134,59,66,59,158,171
"ENST00000461627",2,7,3,0,0,9,1
"ENST00000491911",76,72,39,45,27,122,126
"ENST00000475658",10,4,6,13,7,6,2
"ENST00000462484",119,133,27,51,30,137,125
"ENST00000371394",25,23,16,15,12,28,24
"ENST00000630754",8,9,4,5,5,20,9
"ENST00000460843",305,325,198,208,189,326,315
"ENST00000626216",6,3,4,3,3,5,6
"ENST00000637593",6,5,2,6,4,10,0
"ENST00000629335",47,39,17,21,10,42,35
"ENST00000636376",12,9,1,5,0,20,10
"ENST00000637655",4,3,1,0,2,6,3
"ENST00000636027",33,46,17,8,13,47,55
"ENST00000492232",11,0,3,1,0,13,2
"ENST00000460486",3,5,3,2,4,2,2
"ENST00000636081",3,6,3,1,2,15,7
"ENST00000637161",87,92,29,32,53,63,60
"ENST00000629417",12,2,10,0,6,17,11
"ENST00000636186",6,1,4,0,0,6,2
"ENST00000637261",33,22,9,20,12,34,29
"ENST00000637977",5,5,0,3,1,5,7
"ENST00000626066",9,9,3,3,0,25,7
"ENST00000638071",8,7,2,0,3,6,13
"ENST00000495657",23,27,16,18,11,41,35
"ENST00000637318",26,26,16,7,18,47,32
"ENST00000462942",49,24,19,23,14,52,62
"ENST00000637891",2,4,8,2,2,4,4
"ENST00000493484",10,18,8,10,6,8,11
"ENST00000482340",8,5,0,2,1,0,0
"ENST00000486164",21,26,13,11,10,26,15
"ENST00000637277",15,10,4,6,6,10,13
"ENST00000494249",10,21,12,7,11,6,12
"ENST00000637748",9,8,6,9,15,11,11
"ENST00000475564",13,19,11,12,4,19,11
"ENST00000475704",0,4,3,3,3,2,1
"ENST00000371372",45,28,32,30,27,40,65
"ENST00000277551",14,7,6,8,12,12,13
"ENST00000371363",25,20,29,34,30,27,31
"ENST00000371357",31,16,28,29,29,35,35
"ENST00000704295",12,17,3,7,7,27,30
"ENST00000439456",2,7,4,4,2,16,15
"ENST00000397962",10,10,6,5,3,16,20
"ENST00000509513",16,16,5,2,5,16,23
"ENST00000381591",215,187,97,112,115,290,270
"ENST00000704340",64,107,65,104,86,225,404
"ENST00000704336",28,43,16,15,25,54,57
"ENST00000704315",26,34,17,9,13,53,31
"ENST00000381604",192,161,112,118,91,256,315
"ENST00000381584",17,13,5,4,4,25,24
"ENST00000602682",15,9,11,12,10,40,59
"ENST00000704339",18,10,4,8,8,17,22
"ENST00000403354",8,6,2,12,5,25,23
"ENST00000704335",45,24,22,29,21,66,93
"ENST00000704306",11,12,5,3,1,19,31
"ENST00000627286",15,13,12,5,6,18,16
"ENST00000704343",18,10,4,7,8,15,14
"ENST00000402736",59,70,77,63,64,122,144
"ENST00000704307",6,13,3,4,9,14,19
"ENST00000397955",14,9,5,5,9,15,29
"ENST00000704301",30,34,8,8,7,41,26
"ENST00000704303",16,9,13,17,4,28,30
"ENST00000704338",3,13,1,3,1,1,2
"ENST00000488275",12,6,6,7,7,14,3
"ENST00000473115",5,8,2,3,1,7,5
"ENST00000280886",315,353,333,369,374,495,631
"ENST00000634311",93,68,49,41,54,124,96
"ENST00000434695",10,10,6,10,4,18,19
"ENST00000421992",6,1,9,3,3,8,6
"ENST00000614908",9,9,12,10,13,22,18
"ENST00000688365",7,10,3,2,3,18,10
"ENST00000316157",320,293,185,187,173,374,319
"ENST00000688042",58,41,27,30,32,66,59
"ENST00000689323",79,62,43,37,38,82,61
"ENST00000690516",66,69,64,24,35,72,65
"ENST00000609318",31,19,20,17,13,25,27
"ENST00000690211",20,26,5,7,7,12,17
"ENST00000469487",10,13,15,4,4,10,13
"ENST00000406525",7,6,3,1,2,6,10
"ENST00000412411",13,7,3,5,6,17,15
"ENST00000693234",8,2,5,4,4,9,14
"ENST00000360803",761,770,339,400,348,993,892
"ENST00000491635",19,18,3,14,4,24,16
"ENST00000360059",4,3,6,1,3,16,10
"ENST00000491261",5,5,0,3,0,4,0
"ENST00000483839",8,18,2,2,2,3,14
"ENST00000277517",4,3,1,1,3,4,8
"ENST00000429642",351,241,113,158,160,309,147
"ENST00000695775",372,268,103,196,162,272,183
"ENST00000381344",645,453,156,256,220,469,341
"ENST00000491735",14,14,6,4,4,3,3
"ENST00000427898",12,11,8,3,4,8,4
"ENST00000482091",9,2,0,3,4,0,5
"ENST00000358220",62,32,34,48,32,59,60
"ENST00000704657",40,57,22,36,26,44,90
"ENST00000263150",92,121,58,79,61,161,179
"ENST00000381329",9,9,5,3,4,24,7
"ENST00000704638",15,9,1,4,2,7,9
"ENST00000704671",47,33,38,31,38,68,78
"ENST00000704738",5,5,1,2,1,10,5
"ENST00000650072",22,25,18,11,25,29,29
"ENST00000704673",4,11,4,2,3,9,10
"ENST00000704672",0,3,2,6,2,6,1
"ENST00000381312",20,26,34,25,56,119,97
"ENST00000469464",1,1,2,1,2,11,14
"ENST00000699222",59,65,242,274,190,447,363
"ENST00000381125",141,218,477,665,568,1012,1345
"ENST00000495715",2,0,4,5,1,3,4
"ENST00000381075",13,16,41,58,51,94,102
"ENST00000677351",4,6,21,31,14,31,13
"ENST00000678206",6,7,26,30,27,43,34
"ENST00000678089",9,6,36,14,12,38,21
"ENST00000676796",16,17,56,54,39,102,103
"ENST00000421751",8,5,6,7,4,22,15
"ENST00000407806",1,1,0,1,3,9,5
"ENST00000415005",45,85,323,443,323,468,657
"ENST00000413079",3,7,40,44,51,32,30
"ENST00000381072",34,23,101,82,54,113,57
"ENST00000676917",11,22,20,14,10,11,12
"ENST00000490510",9,21,10,17,12,15,20
"ENST00000678756",7,11,17,12,13,35,30
"ENST00000464395",18,7,11,15,16,19,12
"ENST00000678811",13,14,11,8,15,26,19
"ENST00000224949",151,103,63,72,66,131,122
"ENST00000380989",16,16,5,13,6,25,26
"ENST00000451104",6,5,6,7,7,4,5
"ENST00000676719",1,2,6,2,8,9,4
"ENST00000679309",4,2,5,5,7,13,7
"ENST00000678403",1,2,2,0,4,3,6
"ENST00000677384",8,10,2,1,2,8,7
"ENST00000678855",1,4,5,1,3,9,9
"ENST00000676953",4,3,2,1,3,10,4
"ENST00000678601",2,4,0,6,3,11,9
"ENST00000678986",16,15,14,22,12,26,26
"ENST00000677001",3,4,4,5,4,8,8
"ENST00000677817",9,9,6,6,5,13,10
"ENST00000677305",5,2,0,5,5,6,8
"ENST00000678436",7,4,3,1,0,13,15
"ENST00000678050",2,6,3,7,12,14,10
"ENST00000677598",3,2,13,7,10,16,7
"ENST00000679134",3,4,3,1,2,9,6
"ENST00000678441",7,4,0,1,1,13,5
"ENST00000678370",8,10,3,4,1,9,5
"ENST00000677922",8,12,2,3,8,7,11
"ENST00000678539",10,12,8,9,9,16,14
"ENST00000679210",0,7,1,3,2,2,7
"ENST00000430362",4,2,7,3,4,18,13
"ENST00000488065",8,14,12,9,5,28,10
"ENST00000677181",69,29,42,50,41,113,130
"ENST00000497571",540,357,266,295,240,475,536
"ENST00000542957",175,171,147,134,108,179,196
"ENST00000173785",7,2,0,5,5,16,1
"ENST00000492125",8,1,0,1,4,0,12
"ENST00000469435",4,5,5,1,3,12,7
"ENST00000380946",5,6,2,1,1,0,7
"ENST00000533295",3,5,0,0,2,3,4
"ENST00000298375",4,7,4,0,7,6,2
"ENST00000463345",4,3,3,0,3,4,1
"ENST00000477661",6,8,5,6,9,4,12
"ENST00000380872",104,82,95,100,61,260,117
"ENST00000380859",3,4,6,3,1,6,5
"ENST00000380753",57,55,60,63,41,151,92
"ENST00000421196",9,12,37,36,26,37,40
"ENST00000460124",3,2,10,11,3,14,12
"ENST00000380554",22,18,21,27,16,220,241
"ENST00000603484",0,1,2,3,1,6,14
"ENST00000578467",0,0,2,0,1,6,14
"ENST00000355029",236,209,82,118,104,296,193
"ENST00000486354",12,3,8,8,9,13,1
"ENST00000449083",7,4,5,2,4,5,8
"ENST00000380359",191,89,91,95,122,290,184
"ENST00000493897",4,14,6,11,7,18,50
"ENST00000357700",78,116,51,57,63,221,342
"ENST00000459912",10,16,7,10,6,43,67
"ENST00000479033",10,16,4,9,16,23,55
"ENST00000695832",43,45,11,11,9,48,35
"ENST00000695833",17,18,7,4,2,26,14
"ENST00000695834",13,14,6,3,5,13,22
"ENST00000328090",52,30,27,31,31,44,53
"ENST00000695737",55,45,19,26,18,53,75
"ENST00000699050",68,67,36,38,41,78,76
"ENST00000695835",14,16,2,6,2,14,17
"ENST00000695836",21,21,10,6,9,37,30
"ENST00000477043",5,11,3,2,0,5,3
"ENST00000645567",43,28,10,13,4,36,43
"ENST00000699051",109,114,90,92,82,98,124
"ENST00000482419",44,48,32,30,31,98,104
"ENST00000463468",9,2,6,9,5,21,52
"ENST00000527124",20,14,3,10,5,19,23
"ENST00000532080",7,6,8,5,2,9,11
"ENST00000695837",5,4,1,3,1,4,1
"ENST00000487196",9,5,2,11,7,14,19
"ENST00000459693",40,32,38,29,35,42,62
"ENST00000380191",3048,2888,1021,1492,1328,1762,1315
"ENST00000479928",55,47,33,39,24,58,59
"ENST00000447751",5,1,4,1,0,6,2
"ENST00000380181",13,11,7,12,3,19,14
"ENST00000456041",8,7,2,3,1,5,1
"ENST00000418688",7,3,1,5,0,3,2
"ENST00000380127",15,3,1,5,6,17,7
"ENST00000609712",29,16,6,2,10,22,22
"ENST00000380094",77,96,60,53,65,145,139
"ENST00000380092",52,38,24,33,16,64,48
"ENST00000191063",26,19,10,5,7,30,20
"ENST00000492368",18,6,4,5,8,12,6
"ENST00000397269",80,82,67,60,60,109,86
"ENST00000362091",169,192,76,88,96,174,171
"ENST00000470089",15,4,2,3,1,7,9
"ENST00000462507",20,32,6,8,9,39,29
"ENST00000379999",140,133,88,107,88,120,161
"ENST00000469009",4,4,4,0,0,3,5
"ENST00000494526",5,5,1,3,1,5,3
"ENST00000496013",2,4,0,0,0,6,5
"ENST00000479433",7,1,5,2,2,0,3
"ENST00000470353",7,1,0,0,4,12,4
"ENST00000379888",1094,938,414,548,445,1013,762
"ENST00000437845",2,1,2,4,1,5,1
"ENST00000432931",35,30,18,30,15,37,29
"ENST00000446108",235,208,140,146,160,239,187
"ENST00000418631",25,17,6,4,7,7,8
"ENST00000467214",17,7,2,8,0,14,12
"ENST00000447032",3,4,1,0,5,14,5
"ENST00000481147",17,9,10,16,14,24,11
"ENST00000476706",49,33,26,20,24,81,50
"ENST00000465906",10,13,11,5,12,11,11
"ENST00000467080",11,11,7,2,3,8,7
"ENST00000496762",12,8,5,5,3,14,10
"ENST00000379789",173,184,305,431,331,137,63
"ENST00000536985",6,4,5,8,8,10,7
"ENST00000639949",11,9,8,0,0,6,1
"ENST00000317350",6,7,6,8,7,9,6
"ENST00000461744",15,14,18,24,17,11,5
"ENST00000467491",7,5,11,13,8,6,14
"ENST00000477914",9,2,7,5,2,8,5
"ENST00000490474",4,4,7,3,3,7,2
"ENST00000379785",14,8,9,15,13,12,4
"ENST00000625260",9,4,10,10,12,8,8
"ENST00000626882",0,8,14,7,6,4,1
"ENST00000360521",32,20,49,45,39,30,15
"ENST00000379775",205,191,358,429,385,151,82
"ENST00000640683",15,19,23,35,25,17,22
"ENST00000487989",8,18,8,11,6,5,5
"ENST00000414237",6,7,6,12,8,4,0
"ENST00000475881",7,11,2,2,2,7,0
"ENST00000397176",15,12,12,39,23,24,34
"ENST00000539722",9,20,14,27,19,21,35
"ENST00000263125",26,27,30,39,37,21,28
"ENST00000361972",39,25,30,27,19,70,65
"ENST00000397167",65,60,39,43,50,166,83
"ENST00000684547",9,6,9,3,6,23,13
"ENST00000683762",5,0,4,4,7,7,8
"ENST00000673876",6,4,4,1,6,14,13
"ENST00000682896",11,2,6,4,11,29,16
"ENST00000379713",8,7,7,8,7,23,11
"ENST00000682101",13,2,9,3,9,25,9
"ENST00000379711",10,11,4,7,6,14,16
"ENST00000682043",22,20,12,17,14,55,21
"ENST00000397146",12,18,22,27,43,153,57
"ENST00000613909",1,5,13,3,9,13,8
"ENST00000397145",2,9,7,8,13,55,19
"ENST00000476417",88,40,50,28,46,103,164
"ENST00000358415",10,10,9,4,2,15,13
"ENST00000379587",0,0,5,1,0,9,11
"ENST00000379562",507,430,299,322,323,720,698
"ENST00000498098",1,2,1,3,6,4,3
"ENST00000471320",4,1,3,7,6,24,19
"ENST00000460089",5,6,0,4,1,15,9
"ENST00000493053",371,262,308,281,287,423,298
"ENST00000462760",10,3,6,0,4,22,11
"ENST00000460362",19,22,12,15,8,41,31
"ENST00000356708",2230,1642,778,1059,946,1990,1806
"ENST00000335698",170,176,82,109,73,226,144
"ENST00000465936",18,4,15,3,4,19,8
"ENST00000460820",6,2,3,3,5,5,4
"ENST00000472202",12,11,7,5,8,20,8
"ENST00000473809",64,47,61,72,57,69,60
"ENST00000480528",52,54,58,65,65,70,73
"ENST00000687671",51,67,23,28,33,104,120
"ENST00000690066",34,38,27,38,34,84,55
"ENST00000685647",73,55,36,34,28,81,88
"ENST00000692164",16,23,7,12,14,22,42
"ENST00000686593",19,29,16,20,11,38,45
"ENST00000344293",81,109,56,67,63,138,203
"ENST00000692339",22,23,17,13,29,46,71
